,EDUCATION,SEX,MARRIAGE,AGE
15359,2,2,1,31
15360,2,2,1,39
15361,2,2,2,36
15362,2,2,1,29
15363,2,2,1,42
15364,1,2,1,48
15365,3,2,2,40
15366,1,2,2,29
15367,1,2,1,38
15368,1,2,1,44
15369,2,2,1,45
15370,1,2,2,29
15371,1,2,1,30
15372,1,2,2,30
15373,2,2,1,32
15374,3,2,2,32
15375,2,2,1,33
15376,2,2,2,39
15377,3,2,1,41
15378,5,2,1,41
15379,2,2,2,43
15380,1,2,2,30
15381,1,2,2,30
15382,2,2,1,38
15383,3,2,1,45
15384,2,2,1,48
15385,2,2,1,34
15386,3,2,1,44
15387,6,2,1,45
15388,1,2,2,35
15389,2,2,2,33
15390,2,2,1,49
15391,2,2,2,42
15392,3,2,1,53
15393,3,2,1,58
15394,3,2,2,53
15395,3,2,2,53
15396,3,2,1,51
15397,3,2,1,55
15398,2,2,2,49
15399,2,2,1,50
15400,2,2,1,49
15401,2,2,1,49
15402,5,2,1,54
15403,3,2,1,53
15404,3,2,1,51
15405,3,2,1,49
15406,3,2,1,53
15407,2,2,1,50
15408,5,2,2,48
15409,2,2,1,48
15410,2,2,1,53
15411,2,2,1,69
15412,1,2,1,45
15413,1,2,1,51
15414,3,2,1,63
15415,1,2,1,52
15416,1,2,3,53
15417,2,2,1,56
15418,2,2,2,51
15419,2,2,1,57
15420,3,2,1,59
15421,2,2,1,53
15422,1,2,2,54
15423,2,1,2,24
15424,2,1,1,27
15425,2,2,1,53
15426,2,1,2,38
15427,2,1,1,30
15428,2,1,2,23
15429,2,1,1,24
15430,1,1,1,24
15431,2,1,2,28
15432,1,1,2,24
15433,1,1,2,29
15434,2,1,2,25
15435,2,1,2,23
15436,2,1,2,23
15437,1,1,2,26
15438,3,1,2,26
15439,2,1,2,26
15440,1,1,2,27
15441,2,1,2,27
15442,2,1,2,24
15443,3,1,2,28
15444,3,1,2,30
15445,1,1,2,25
15446,2,1,2,22
15447,2,1,2,26
15448,2,1,2,27
15449,1,1,2,25
15450,2,1,1,26
15451,1,1,2,28
15452,1,1,2,27
15453,1,1,2,27
15454,2,1,2,23
15455,2,1,2,24
15456,1,1,2,29
15457,3,1,1,31
15458,2,1,2,28
15459,1,1,2,28
15460,2,1,2,29
15461,3,1,2,41
15462,2,1,2,36
15463,1,1,2,35
15464,2,1,1,38
15465,3,1,2,30
15466,1,1,2,30
15467,2,1,1,38
15468,1,1,1,37
15469,2,1,2,40
15470,1,1,2,30
15471,3,1,1,33
15472,2,1,1,37
15473,1,1,1,39
15474,2,1,1,45
15475,3,1,1,46
15476,2,1,1,48
15477,2,1,2,30
15478,2,1,1,30
15479,3,1,1,32
15480,1,1,1,33
15481,1,1,1,37
15482,3,1,1,39
15483,1,1,1,45
15484,1,1,1,36
15485,2,1,1,29
15486,2,1,2,43
15487,2,1,2,29
15488,1,1,1,42
15489,3,1,1,28
15490,1,1,1,31
15491,1,1,1,41
15492,3,1,1,41
15493,2,1,1,35
15494,2,1,2,35
15495,3,1,2,30
15496,2,1,1,48
15497,2,1,1,34
15498,2,1,1,31
15499,2,1,2,33
15500,2,1,1,28
15501,1,1,1,34
15502,2,1,1,41
15503,3,1,1,47
15504,3,1,1,27
15505,3,1,1,29
15506,2,1,2,33
15507,2,1,1,35
15508,3,1,1,44
15509,2,1,2,43
15510,3,1,1,38
15511,2,1,1,36
15512,2,1,1,37
15513,2,1,2,32
15514,2,1,1,34
15515,3,1,1,37
15516,2,1,2,34
15517,3,1,1,41
15518,2,1,2,31
15519,3,1,1,42
15520,2,1,2,32
15521,2,1,1,35
15522,2,1,1,39
15523,1,1,1,48
15524,2,1,2,36
15525,2,1,1,40
15526,3,1,1,47
15527,2,1,2,39
15528,1,1,2,32
15529,1,1,2,33
15530,1,1,2,30
15531,2,1,1,38
15532,1,1,1,39
15533,1,1,1,34
15534,2,1,2,35
15535,1,1,2,41
15536,2,1,1,39
15537,2,1,2,38
15538,2,1,2,31
15539,1,1,2,34
15540,2,1,1,46
15541,2,1,2,30
15542,2,1,1,40
15543,1,1,2,30
15544,1,1,1,32
15545,1,1,1,37
15546,1,1,1,47
15547,2,1,2,30
15548,2,1,2,36
15549,1,1,1,33
15550,2,1,2,36
15551,3,1,2,40
15552,1,1,1,46
15553,1,1,1,42
15554,3,1,1,39
15555,2,1,2,37
15556,1,1,1,42
15557,1,1,2,31
15558,1,1,1,38
15559,2,1,1,37
15560,2,1,1,34
15561,1,1,1,43
15562,1,1,1,38
15563,2,1,1,42
15564,1,1,2,33
15565,2,1,1,43
15566,3,1,2,40
15567,1,1,2,39
15568,2,1,2,40
15569,1,1,1,39
15570,1,1,1,40
15571,1,1,1,50
15572,2,1,1,55
15573,3,1,1,63
15574,2,1,1,51
15575,2,1,2,55
15576,1,1,1,49
15577,2,1,1,48
15578,3,1,2,50
15579,2,1,1,51
15580,2,1,1,52
15581,2,1,1,58
15582,1,1,1,56
15583,3,1,1,52
15584,2,1,1,49
15585,1,1,1,50
15586,1,1,2,57
15587,2,1,2,52
15588,1,1,1,50
15589,3,1,1,52
15590,2,1,2,51
15591,2,1,1,53
15592,2,1,1,53
15593,1,1,1,53
15594,1,1,1,60
15595,1,1,1,61
15596,3,1,2,56
15597,2,2,2,22
15598,1,2,2,23
15599,3,1,1,56
15600,2,1,1,59
15601,2,2,2,23
15602,2,2,2,24
15603,3,2,2,24
15604,2,2,2,25
15605,2,2,1,27
15606,2,2,2,28
15607,2,2,2,27
15608,1,2,2,27
15609,1,2,2,27
15610,1,2,2,22
15611,2,2,2,25
15612,3,2,1,30
15613,2,2,1,30
15614,1,2,2,30
15615,2,2,2,28
15616,1,2,2,25
15617,2,2,2,26
15618,3,2,2,26
15619,1,2,2,28
15620,2,2,1,40
15621,1,2,2,31
15622,2,2,2,29
15623,2,2,2,30
15624,1,2,2,30
15625,2,2,1,30
15626,2,2,2,33
15627,1,2,2,33
15628,2,2,1,37
15629,2,2,1,34
15630,2,2,1,35
15631,1,2,2,36
15632,2,2,2,25
15633,2,2,2,27
15634,1,2,1,38
15635,2,2,1,38
15636,1,2,2,23
15637,2,2,2,26
15638,1,2,2,29
15639,2,2,1,32
15640,1,2,2,40
15641,2,2,1,36
15642,2,2,1,38
15643,2,2,1,34
15644,2,2,1,39
15645,3,2,1,42
15646,2,2,1,49
15647,2,2,2,34
15648,2,2,1,35
15649,2,2,1,36
15650,2,2,1,36
15651,2,2,1,39
15652,2,2,2,41
15653,2,2,1,42
15654,1,2,2,40
15655,2,2,1,37
15656,3,2,1,46
15657,1,2,1,37
15658,2,2,1,37
15659,3,2,1,37
15660,2,2,2,37
15661,2,2,1,41
15662,2,2,2,43
15663,2,2,2,55
15664,2,2,1,45
15665,3,2,1,42
15666,3,1,2,27
15667,1,1,2,22
15668,1,1,2,27
15669,1,1,2,29
15670,2,1,2,30
15671,3,1,1,31
15672,2,1,2,31
15673,1,1,1,32
15674,1,1,2,31
15675,2,1,2,24
15676,1,1,2,25
15677,1,1,2,26
15678,1,1,2,26
15679,1,1,2,27
15680,1,1,2,32
15681,2,1,2,25
15682,2,1,2,28
15683,3,1,2,28
15684,2,1,2,29
15685,1,1,2,29
15686,2,1,2,29
15687,2,1,2,29
15688,2,1,2,30
15689,2,1,2,22
15690,2,1,2,24
15691,1,1,2,26
15692,2,1,2,26
15693,1,1,2,29
15694,1,1,2,31
15695,2,1,2,33
15696,1,1,2,33
15697,2,1,1,33
15698,2,1,2,34
15699,2,1,1,31
15700,1,1,1,32
15701,1,1,1,33
15702,3,1,2,27
15703,2,1,2,29
15704,3,1,2,53
15705,2,1,2,35
15706,2,1,1,36
15707,2,1,1,39
15708,1,1,1,37
15709,2,1,1,41
15710,1,1,1,45
15711,1,1,1,35
15712,2,1,1,37
15713,2,1,1,41
15714,1,1,1,47
15715,1,1,1,39
15716,2,1,2,44
15717,2,1,1,34
15718,1,1,2,35
15719,2,1,1,35
15720,2,1,1,35
15721,1,1,1,45
15722,2,1,1,44
15723,5,1,1,40
15724,2,1,2,38
15725,2,2,2,21
15726,2,2,1,22
15727,2,2,2,22
15728,1,2,2,21
15729,2,2,2,22
15730,1,1,1,51
15731,1,1,1,42
15732,2,2,1,30
15733,2,2,2,23
15734,2,2,1,38
15735,2,2,2,30
15736,1,2,1,27
15737,2,2,2,27
15738,2,2,2,27
15739,1,2,2,27
15740,2,2,2,27
15741,1,2,1,27
15742,2,2,2,26
15743,1,2,2,26
15744,3,2,2,22
15745,2,2,2,23
15746,2,2,1,23
15747,2,2,2,22
15748,2,2,1,23
15749,1,2,2,24
15750,1,2,2,23
15751,1,2,2,23
15752,2,2,2,22
15753,1,2,2,22
15754,3,2,2,25
15755,3,2,2,23
15756,2,2,2,22
15757,2,2,1,22
15758,1,2,3,22
15759,2,2,2,22
15760,2,2,2,22
15761,1,2,2,23
15762,2,2,1,23
15763,2,2,2,23
15764,3,2,2,24
15765,3,2,2,22
15766,1,2,2,22
15767,2,2,2,23
15768,3,2,2,23
15769,2,2,2,24
15770,2,2,2,24
15771,3,2,2,24
15772,3,2,2,24
15773,2,2,2,24
15774,2,2,2,24
15775,2,2,1,24
15776,2,2,2,24
15777,2,2,2,25
15778,2,2,2,24
15779,2,2,2,44
15780,1,2,2,27
15781,2,2,2,24
15782,2,2,2,23
15783,2,2,2,23
15784,1,2,2,23
15785,2,2,1,24
15786,2,2,3,24
15787,2,2,2,26
15788,2,2,1,26
15789,1,2,2,25
15790,2,2,2,25
15791,1,2,2,26
15792,2,2,2,23
15793,2,2,2,23
15794,3,2,1,24
15795,2,2,2,25
15796,2,2,2,25
15797,2,2,2,23
15798,2,2,1,27
15799,2,2,2,23
15800,1,2,2,23
15801,2,2,2,24
15802,2,2,2,24
15803,2,2,2,24
15804,2,2,2,24
15805,3,2,1,23
15806,1,2,2,27
15807,2,2,2,25
15808,2,2,2,28
15809,2,2,1,28
15810,1,2,2,27
15811,2,2,1,28
15812,1,2,2,28
15813,2,2,1,27
15814,2,2,1,27
15815,2,2,2,26
15816,1,2,2,27
15817,2,2,1,27
15818,2,2,2,26
15819,1,2,2,27
15820,1,2,2,27
15821,1,2,2,27
15822,3,2,1,26
15823,2,2,1,27
15824,2,2,2,27
15825,2,2,2,26
15826,2,2,2,27
15827,2,2,2,26
15828,1,2,2,26
15829,2,2,1,27
15830,2,2,2,27
15831,1,2,2,27
15832,2,2,2,27
15833,1,2,2,28
15834,2,2,2,27
15835,1,2,2,27
15836,2,2,2,27
15837,1,2,2,27
15838,2,2,2,29
15839,2,2,2,27
15840,2,2,1,27
15841,2,2,2,28
15842,2,2,2,28
15843,2,2,2,27
15844,2,2,1,25
15845,2,2,2,25
15846,2,2,2,26
15847,2,2,1,28
15848,2,2,2,28
15849,1,2,1,28
15850,1,2,2,28
15851,1,2,2,28
15852,2,2,2,27
15853,2,2,2,27
15854,2,2,1,27
15855,2,2,2,25
15856,2,2,2,27
15857,2,2,2,26
15858,2,2,1,29
15859,1,2,2,29
15860,1,2,2,29
15861,2,2,2,29
15862,2,2,1,29
15863,2,2,1,29
15864,2,2,1,29
15865,1,2,2,28
15866,1,2,2,29
15867,2,2,2,30
15868,1,2,2,28
15869,1,2,2,28
15870,2,2,2,28
15871,2,2,2,28
15872,1,2,2,28
15873,1,2,2,29
15874,2,2,2,35
15875,1,2,2,22
15876,2,2,2,23
15877,3,2,2,28
15878,3,2,1,28
15879,1,2,1,29
15880,1,2,2,27
15881,1,2,2,25
15882,2,2,2,23
15883,2,2,2,24
15884,2,2,2,25
15885,2,2,1,31
15886,2,2,2,29
15887,1,2,2,27
15888,2,2,1,35
15889,2,2,2,27
15890,1,2,2,22
15891,2,2,2,24
15892,2,2,2,24
15893,1,2,2,29
15894,2,2,2,29
15895,2,2,1,29
15896,2,2,2,25
15897,2,2,2,27
15898,2,2,1,25
15899,1,2,1,24
15900,2,2,1,24
15901,2,2,2,26
15902,1,2,2,30
15903,3,2,2,29
15904,2,2,2,30
15905,1,2,2,30
15906,2,2,2,30
15907,5,2,2,32
15908,2,2,1,32
15909,3,2,2,28
15910,2,2,2,29
15911,1,2,2,29
15912,3,2,1,29
15913,2,2,1,29
15914,1,2,2,30
15915,2,2,2,30
15916,2,2,1,30
15917,2,2,2,31
15918,1,2,1,31
15919,2,2,2,27
15920,1,2,2,28
15921,2,2,1,28
15922,2,2,1,29
15923,1,2,1,37
15924,2,2,1,31
15925,2,2,2,31
15926,2,2,1,32
15927,2,2,1,32
15928,2,2,1,32
15929,2,2,1,32
15930,2,2,1,29
15931,2,2,2,25
15932,2,2,2,26
15933,2,2,2,29
15934,2,2,2,25
15935,2,2,1,25
15936,2,2,2,42
15937,2,2,2,26
15938,2,2,2,27
15939,2,2,1,32
15940,3,2,1,32
15941,2,2,2,32
15942,1,2,2,29
15943,1,2,2,33
15944,3,2,1,36
15945,2,2,2,28
15946,1,2,1,31
15947,2,2,1,30
15948,2,2,2,30
15949,2,2,2,28
15950,2,2,1,31
15951,3,2,2,31
15952,2,2,2,30
15953,1,2,2,31
15954,1,2,2,38
15955,1,2,2,30
15956,2,2,1,30
15957,3,2,1,29
15958,2,2,2,27
15959,2,2,1,34
15960,1,2,2,30
15961,1,2,2,31
15962,2,2,2,36
15963,2,2,1,35
15964,2,2,1,39
15965,2,2,2,38
15966,3,2,1,38
15967,2,2,3,35
15968,2,2,1,41
15969,3,2,1,49
15970,2,2,1,38
15971,3,2,1,44
15972,1,2,1,48
15973,2,2,2,41
15974,2,2,1,35
15975,3,2,1,35
15976,2,2,1,48
15977,2,2,1,38
15978,2,2,1,41
15979,3,2,1,40
15980,3,2,1,37
15981,2,2,1,49
15982,3,2,1,46
15983,2,2,1,31
15984,2,2,2,48
15985,3,2,1,44
15986,2,2,2,35
15987,2,2,2,31
15988,1,2,2,23
15989,3,2,1,28
15990,2,2,2,30
15991,3,2,1,32
15992,2,2,1,44
15993,2,2,1,39
15994,1,2,1,36
15995,1,2,2,33
15996,1,2,1,37
15997,2,2,2,24
15998,1,2,2,25
15999,2,2,2,47
16000,2,2,3,44
16001,2,2,2,29
16002,2,2,1,34
16003,2,2,1,37
16004,2,2,1,29
16005,2,2,2,34
16006,2,2,1,34
16007,2,2,2,22
16008,1,2,2,22
16009,2,2,1,30
16010,2,2,1,32
16011,2,2,2,37
16012,1,2,1,36
16013,3,2,2,26
16014,2,2,2,29
16015,2,2,1,45
16016,3,2,1,47
16017,2,2,1,28
16018,1,2,2,28
16019,2,2,2,31
16020,2,2,2,34
16021,1,2,1,35
16022,1,2,1,35
16023,1,2,1,36
16024,3,2,2,32
16025,3,2,1,35
16026,2,2,2,37
16027,2,2,2,41
16028,3,2,3,43
16029,2,2,1,39
16030,1,2,2,30
16031,2,2,1,32
16032,2,2,2,35
16033,3,2,1,43
16034,2,2,1,41
16035,3,2,1,37
16036,2,2,2,26
16037,2,2,2,26
16038,2,2,1,28
16039,2,2,1,31
16040,2,2,1,34
16041,3,2,1,45
16042,3,2,1,46
16043,3,2,1,46
16044,3,2,1,26
16045,1,2,2,26
16046,2,2,2,40
16047,2,2,2,26
16048,1,2,1,34
16049,3,2,3,37
16050,2,2,1,45
16051,1,2,1,39
16052,2,2,1,48
16053,3,2,1,46
16054,2,2,1,36
16055,3,2,1,46
16056,2,2,2,35
16057,2,2,2,29
16058,2,2,2,29
16059,3,2,1,32
16060,3,2,1,47
16061,2,2,2,39
16062,2,2,1,45
16063,2,2,1,43
16064,2,2,2,39
16065,2,2,1,46
16066,2,2,1,39
16067,2,2,2,31
16068,1,2,1,31
16069,2,2,2,33
16070,2,2,1,33
16071,2,2,1,35
16072,3,2,2,40
16073,2,2,1,47
16074,2,2,1,38
16075,3,2,1,38
16076,2,2,1,42
16077,2,2,1,46
16078,3,2,2,30
16079,2,2,2,31
16080,1,2,1,31
16081,2,2,2,31
16082,2,2,2,28
16083,2,2,2,28
16084,2,2,1,43
16085,3,2,1,28
16086,2,2,2,30
16087,2,2,1,32
16088,2,2,1,33
16089,2,2,2,37
16090,2,2,1,35
16091,1,2,1,40
16092,2,2,1,37
16093,1,2,2,35
16094,2,2,2,42
16095,2,2,1,36
16096,2,2,2,45
16097,2,2,1,42
16098,2,2,1,46
16099,2,2,1,29
16100,2,2,1,30
16101,1,2,2,32
16102,5,2,1,33
16103,2,2,1,37
16104,3,2,1,48
16105,2,2,2,46
16106,2,2,2,42
16107,2,2,1,42
16108,2,2,2,31
16109,1,2,2,31
16110,2,2,1,33
16111,2,2,1,37
16112,2,2,1,45
16113,2,2,1,36
16114,2,2,1,45
16115,3,2,1,43
16116,2,2,2,36
16117,3,2,2,33
16118,2,2,1,41
16119,2,2,1,36
16120,2,2,1,39
16121,2,2,3,30
16122,1,2,2,33
16123,2,2,2,41
16124,3,2,1,40
16125,2,2,1,34
16126,2,2,1,37
16127,2,2,1,36
16128,2,2,2,32
16129,2,2,1,41
16130,3,2,2,45
16131,2,2,1,42
16132,3,2,1,40
16133,2,2,1,41
16134,2,2,2,28
16135,1,2,1,39
16136,2,2,1,37
16137,3,2,1,36
16138,3,2,2,33
16139,2,2,2,33
16140,2,2,1,35
16141,3,2,1,39
16142,3,2,1,41
16143,2,2,1,39
16144,2,2,2,36
16145,2,2,1,45
16146,3,2,2,32
16147,3,2,1,34
16148,2,2,2,41
16149,1,2,2,30
16150,2,2,1,48
16151,2,2,1,38
16152,2,2,1,43
16153,2,2,2,29
16154,2,2,1,38
16155,2,2,1,43
16156,2,2,1,25
16157,2,2,1,46
16158,1,2,2,30
16159,2,2,2,39
16160,2,2,1,40
16161,2,2,2,32
16162,2,2,1,29
16163,3,2,1,32
16164,3,2,2,47
16165,3,2,1,40
16166,2,2,1,33
16167,2,2,2,34
16168,1,2,1,34
16169,3,2,2,41
16170,2,2,2,47
16171,2,2,2,40
16172,2,2,2,38
16173,1,2,1,28
16174,1,2,2,29
16175,2,2,1,36
16176,2,2,1,47
16177,2,2,2,29
16178,2,2,2,30
16179,1,2,2,31
16180,1,2,2,31
16181,3,2,1,37
16182,1,2,2,31
16183,1,2,2,30
16184,1,2,2,32
16185,2,2,2,23
16186,1,2,2,31
16187,2,2,2,37
16188,3,2,1,42
16189,3,2,2,37
16190,2,2,2,36
16191,2,2,1,42
16192,1,2,2,45
16193,2,2,1,40
16194,3,2,1,36
16195,3,2,2,35
16196,2,2,2,32
16197,1,2,1,34
16198,2,2,1,38
16199,3,2,2,34
16200,1,2,1,34
16201,2,2,1,43
16202,2,2,2,48
16203,3,2,1,37
16204,2,2,1,49
16205,3,2,1,41
16206,1,2,1,38
16207,2,2,2,45
16208,1,2,1,35
16209,2,2,1,46
16210,2,2,1,46
16211,3,2,2,34
16212,2,2,1,38
16213,2,2,1,33
16214,2,2,1,32
16215,2,2,1,34
16216,2,2,1,31
16217,1,2,2,38
16218,1,2,2,45
16219,1,2,2,44
16220,1,2,1,38
16221,1,2,1,47
16222,3,2,1,43
16223,2,2,2,31
16224,3,2,1,33
16225,2,2,3,34
16226,2,2,1,34
16227,3,2,1,43
16228,2,2,1,37
16229,2,2,2,41
16230,2,2,1,33
16231,2,2,2,34
16232,2,2,1,46
16233,1,2,2,34
16234,1,2,1,40
16235,2,2,1,41
16236,2,2,1,43
16237,2,2,2,45
16238,2,2,1,35
16239,3,2,1,37
16240,1,2,1,38
16241,3,2,1,35
16242,1,2,3,35
16243,2,2,2,56
16244,3,2,1,43
16245,2,2,2,40
16246,2,2,1,38
16247,2,2,1,38
16248,2,2,1,45
16249,1,2,1,37
16250,2,2,1,24
16251,1,2,2,25
16252,2,2,1,45
16253,2,2,1,38
16254,2,2,2,29
16255,2,2,2,27
16256,1,2,2,28
16257,1,2,1,30
16258,2,2,1,33
16259,2,2,1,40
16260,3,2,1,49
16261,2,2,1,32
16262,5,2,2,33
16263,2,2,1,34
16264,2,2,1,40
16265,2,2,1,49
16266,3,2,2,46
16267,2,2,2,35
16268,2,2,1,42
16269,2,2,2,47
16270,1,2,2,38
16271,2,2,2,28
16272,3,2,2,42
16273,3,2,1,31
16274,1,2,2,31
16275,2,2,1,31
16276,1,2,2,31
16277,1,2,2,32
16278,2,2,2,32
16279,2,2,2,33
16280,4,2,1,32
16281,2,2,1,32
16282,2,2,2,36
16283,2,2,1,34
16284,2,2,2,34
16285,1,2,1,34
16286,2,2,1,34
16287,2,2,1,35
16288,3,2,1,35
16289,3,2,1,41
16290,2,2,1,43
16291,2,2,1,34
16292,2,2,1,38
16293,2,2,2,38
16294,1,2,1,44
16295,3,2,1,39
16296,3,2,1,41
16297,3,2,1,36
16298,2,2,2,42
16299,3,2,2,45
16300,2,2,1,32
16301,3,2,3,32
16302,2,2,1,36
16303,1,2,2,33
16304,2,2,1,33
16305,2,2,1,33
16306,2,2,2,33
16307,2,2,2,33
16308,2,2,2,33
16309,2,2,1,34
16310,2,2,1,36
16311,3,2,1,40
16312,2,2,2,38
16313,2,2,3,45
16314,3,2,2,37
16315,2,2,1,45
16316,3,2,1,36
16317,5,2,2,36
16318,2,2,1,36
16319,3,2,1,44
16320,3,2,1,40
16321,2,2,2,44
16322,2,2,1,42
16323,1,2,1,47
16324,2,2,1,44
16325,2,2,1,42
16326,2,2,3,40
16327,1,2,1,49
16328,3,2,1,37
16329,2,2,1,43
16330,2,2,1,45
16331,2,2,2,43
16332,2,2,1,35
16333,2,2,1,36
16334,2,2,1,36
16335,1,2,2,37
16336,2,2,1,35
16337,1,2,2,39
16338,2,2,1,41
16339,2,2,1,43
16340,3,2,1,38
16341,1,2,1,49
16342,1,2,1,45
16343,1,2,1,35
16344,2,2,1,43
16345,4,2,2,39
16346,1,2,1,45
16347,2,2,2,33
16348,1,2,2,34
16349,1,2,2,37
16350,2,2,1,31
16351,5,2,1,38
16352,1,2,2,39
16353,2,2,1,37
16354,1,2,1,40
16355,2,2,1,48
16356,3,2,1,44
16357,2,2,2,34
16358,1,2,1,45
16359,3,2,1,32
16360,1,2,2,33
16361,1,2,1,32
16362,2,2,1,33
16363,1,2,1,36
16364,2,2,1,34
16365,1,2,2,35
16366,1,2,1,45
16367,3,2,1,38
16368,1,2,2,31
16369,1,2,2,31
16370,1,2,1,39
16371,2,2,1,37
16372,3,2,1,49
16373,2,2,1,49
16374,1,2,1,42
16375,2,2,1,35
16376,2,2,1,48
16377,1,2,1,41
16378,1,2,1,42
16379,3,2,1,46
16380,1,2,2,33
16381,2,2,2,40
16382,1,2,1,36
16383,3,2,2,46
16384,1,2,1,42
16385,2,2,1,42
16386,1,2,2,29
16387,2,2,1,38
16388,1,2,1,46
16389,2,2,2,29
16390,2,2,1,33
16391,2,2,1,34
16392,3,2,1,40
16393,2,2,2,43
16394,2,2,1,46
16395,1,2,2,36
16396,2,2,1,39
16397,3,2,1,42
16398,3,2,2,34
16399,3,2,2,39
16400,3,2,2,44
16401,2,2,1,36
16402,3,2,1,39
16403,2,2,1,44
16404,2,2,2,31
16405,2,2,1,32
16406,2,2,2,37
16407,1,2,1,33
16408,3,2,1,34
16409,1,2,2,31
16410,1,2,2,36
16411,2,2,2,38
16412,2,2,1,42
16413,2,2,1,38
16414,2,2,1,41
16415,1,2,2,36
16416,1,2,1,44
16417,2,2,2,43
16418,2,2,1,46
16419,1,2,1,45
16420,1,2,2,32
16421,2,2,1,32
16422,2,2,1,35
16423,3,2,1,54
16424,3,2,1,50
16425,2,2,1,51
16426,5,2,1,50
16427,1,2,2,50
16428,3,2,1,47
16429,2,2,1,50
16430,5,2,1,50
16431,3,2,2,52
16432,3,2,2,50
16433,3,2,1,55
16434,2,2,1,53
16435,1,2,1,51
16436,3,2,1,52
16437,3,2,1,53
16438,2,2,1,49
16439,3,2,1,51
16440,3,2,2,53
16441,5,2,1,50
16442,2,2,1,50
16443,2,2,2,51
16444,2,2,1,53
16445,3,2,2,50
16446,1,2,2,54
16447,3,2,1,55
16448,2,2,1,53
16449,1,2,1,60
16450,2,2,1,47
16451,2,2,1,56
16452,3,2,1,55
16453,2,2,1,55
16454,2,2,1,56
16455,2,2,1,52
16456,3,2,1,62
16457,1,2,2,51
16458,3,2,1,54
16459,2,2,1,57
16460,1,2,1,51
16461,3,2,2,50
16462,2,2,1,51
16463,2,2,2,53
16464,3,2,1,59
16465,3,2,1,54
16466,3,2,2,47
16467,3,2,1,50
16468,2,2,1,50
16469,3,2,1,53
16470,1,2,1,58
16471,1,2,1,47
16472,3,2,2,50
16473,3,2,1,50
16474,2,2,1,51
16475,3,2,1,56
16476,3,2,1,69
16477,2,2,1,54
16478,3,2,1,52
16479,3,2,1,56
16480,3,2,1,53
16481,4,2,1,59
16482,3,2,2,56
16483,3,2,2,53
16484,1,2,2,56
16485,3,2,1,55
16486,2,2,1,54
16487,2,1,2,21
16488,2,1,2,33
16489,2,1,2,22
16490,2,1,2,23
16491,2,1,2,22
16492,2,1,2,23
16493,1,1,2,23
16494,3,2,1,54
16495,2,1,2,25
16496,3,1,2,32
16497,2,1,2,26
16498,1,1,2,26
16499,2,1,2,23
16500,2,1,1,24
16501,2,1,2,23
16502,2,1,2,24
16503,2,1,2,25
16504,3,1,2,25
16505,3,1,2,22
16506,2,1,2,23
16507,2,1,2,24
16508,2,1,2,24
16509,1,1,2,24
16510,1,1,2,24
16511,3,1,2,24
16512,2,1,1,24
16513,1,1,2,25
16514,1,1,2,24
16515,2,1,2,24
16516,2,1,2,27
16517,2,1,2,24
16518,2,1,2,26
16519,2,1,2,26
16520,2,1,2,26
16521,2,1,2,25
16522,2,1,2,23
16523,3,1,2,24
16524,2,1,1,28
16525,1,1,2,26
16526,1,1,2,25
16527,1,1,2,27
16528,2,1,1,27
16529,1,1,2,27
16530,2,1,2,27
16531,2,1,2,26
16532,2,1,1,26
16533,2,1,2,26
16534,1,1,1,26
16535,1,1,2,26
16536,2,1,2,26
16537,1,1,2,28
16538,1,1,2,28
16539,2,1,2,27
16540,2,1,2,27
16541,2,1,2,27
16542,2,1,1,27
16543,3,1,2,28
16544,3,1,2,27
16545,2,1,2,26
16546,1,1,2,30
16547,1,1,2,29
16548,2,1,2,30
16549,1,1,2,29
16550,2,1,1,28
16551,2,1,2,29
16552,2,1,2,25
16553,2,1,2,29
16554,1,1,2,30
16555,1,1,1,30
16556,2,1,2,27
16557,2,1,2,27
16558,2,1,2,27
16559,1,1,1,29
16560,1,1,2,28
16561,1,1,2,28
16562,2,1,2,29
16563,2,1,1,27
16564,1,1,1,28
16565,2,1,2,29
16566,2,1,2,29
16567,2,1,2,29
16568,2,1,1,28
16569,2,1,2,29
16570,2,1,2,23
16571,2,1,2,25
16572,2,1,2,28
16573,2,1,3,30
16574,2,1,2,24
16575,2,1,2,24
16576,2,1,2,28
16577,1,1,2,29
16578,1,1,2,29
16579,1,1,2,29
16580,1,1,2,29
16581,3,1,0,29
16582,1,1,2,26
16583,2,1,2,27
16584,2,1,2,26
16585,1,1,2,27
16586,2,1,2,29
16587,1,1,2,29
16588,2,1,2,29
16589,2,1,2,25
16590,2,1,2,25
16591,3,1,1,31
16592,1,1,2,29
16593,2,1,2,28
16594,2,1,2,28
16595,2,1,2,30
16596,2,1,2,30
16597,2,1,1,29
16598,3,1,1,30
16599,2,1,2,29
16600,2,1,1,29
16601,1,1,2,29
16602,3,1,1,29
16603,2,1,2,29
16604,2,1,2,31
16605,2,1,2,31
16606,1,1,2,32
16607,3,1,1,29
16608,2,1,2,29
16609,1,1,2,29
16610,1,1,2,30
16611,2,1,1,31
16612,1,1,2,27
16613,3,1,1,31
16614,2,1,2,29
16615,2,1,1,39
16616,1,1,1,34
16617,2,1,2,45
16618,1,1,2,41
16619,1,1,1,35
16620,2,1,2,39
16621,2,1,1,41
16622,3,1,1,30
16623,1,1,2,31
16624,1,1,2,32
16625,1,1,2,32
16626,2,1,2,32
16627,1,1,2,34
16628,2,1,1,34
